filename,skill_name,category,conductive_relevant,complexity,notes
crypto_rwa/smart_contract_stateful_callback_tracker.py,smart_contract_stateful_callback_tracker,crypto/defi,no,low,Tracks callbacks to ensure downstream states revert when upstream calls fail.
crypto_rwa/smart_contract_storage_collision_detector.py,smart_contract_storage_collision_detector,crypto/defi,no,medium,Analyzes proxy storage layouts for slot collisions across upgrades.
crypto_rwa/smart_contract_token_allowance_drift_checker.py,smart_contract_token_allowance_drift_checker,crypto/defi,no,low,Monitors allowances versus expected spend to highlight risky approvals.
crypto_rwa/smart_contract_unbounded_loop_detector.py,smart_contract_unbounded_loop_detector,crypto/defi,no,medium,Scans bytecode for unbounded loops that can be griefed via block gas limits.
crypto_rwa/smart_contract_upgrade_timelock_checker.py,smart_contract_upgrade_timelock_checker,crypto/defi,no,low,Verifies upgrade timelocks meet governance thresholds and cannot be bypassed.
crypto_rwa/smart_contract_validator_slash_risk_checker.py,smart_contract_validator_slash_risk_checker,crypto/defi,no,low,Estimates slash exposure by simulating validator misbehavior scenarios.
crypto_rwa/smart_contract_vault_share_dilution_checker.py,smart_contract_vault_share_dilution_checker,crypto/defi,no,medium,Models share issuance math to catch dilution vectors for vault depositors.
crypto_rwa/token_standard_aml_risk_timer.py,token_standard_aml_risk_timer,crypto/defi,no,high,Applies dynamic AML cooldown timers when risk scores breach thresholds.
crypto_rwa/token_standard_audit_trail_packer.py,token_standard_audit_trail_packer,crypto/defi,no,medium,Packages on-chain and off-chain audit trails for regulator-ready exports.
crypto_rwa/token_standard_beneficial_owner_registry_bridge.py,token_standard_beneficial_owner_registry_bridge,crypto/defi,no,medium,Bridges beneficial owner registries into token KYC proofs for regulators.
crypto_rwa/token_standard_control_person_limit_monitor.py,token_standard_control_person_limit_monitor,crypto/defi,no,medium,Tracks beneficial ownership percentages to enforce control-person caps.
crypto_rwa/token_standard_corporate_actions_allocator.py,token_standard_corporate_actions_allocator,crypto/defi,no,medium,Automates corporate action allocation tables for partitioned cap tables.
crypto_rwa/token_standard_erc1400_document_registry_sync.py,token_standard_erc1400_document_registry_sync,crypto/defi,no,medium,Keeps ERC-1400 document URIs synced with latest prospectus filings.
crypto_rwa/token_standard_erc1400_issuance_policy_checker.py,token_standard_erc1400_issuance_policy_checker,crypto/defi,no,low,Confirms ERC-1400 issuance hooks adhere to disclosure-driven policies.
crypto_rwa/token_standard_erc1400_redemption_flow_modeler.py,token_standard_erc1400_redemption_flow_modeler,crypto/defi,no,high,Simulates ERC-1400 redemption flows to ensure certificate revocations propagate.
crypto_rwa/token_standard_erc3643_hook_validator.py,token_standard_erc3643_hook_validator,crypto/defi,no,low,Checks ERC-3643 validation hooks execute within gas and return proper codes.
crypto_rwa/token_standard_erc3643_partition_guard.py,token_standard_erc3643_partition_guard,crypto/defi,no,medium,Ensures partition balances respect transfer restrictions across partitions.
crypto_rwa/token_standard_erc3643_whitelist_enforcer.py,token_standard_erc3643_whitelist_enforcer,crypto/defi,no,medium,Validates ERC-3643 allowlists against investor registries before transfers.
crypto_rwa/token_standard_escrow_release_scheduler.py,token_standard_escrow_release_scheduler,crypto/defi,no,medium,Schedules escrow release events based on oracle-verified milestones.
crypto_rwa/token_standard_geofence_policy_checker.py,token_standard_geofence_policy_checker,crypto/defi,no,low,Enforces geo-fencing policies at the smart-contract level before transfers settle.
crypto_rwa/token_standard_liquidation_preference_mapper.py,token_standard_liquidation_preference_mapper,crypto/defi,no,medium,Maps liquidation preference stacks to ensure payouts follow documentation.
crypto_rwa/token_standard_mica_security_token_classifier.py,token_standard_mica_security_token_classifier,crypto/defi,no,medium,Runs MiCA tests to classify tokens as financial instruments requiring passporting.
crypto_rwa/token_standard_mica_utility_token_guardrail.py,token_standard_mica_utility_token_guardrail,crypto/defi,no,low,Checks MiCA utility token criteria to ensure consumer disclosures are adequate.
crypto_rwa/token_standard_multi_chain_supply_auditor.py,token_standard_multi_chain_supply_auditor,crypto/defi,no,high,Audits circulating supply across chains to prevent double listings.
crypto_rwa/token_standard_oracle_binding_tester.py,token_standard_oracle_binding_tester,crypto/defi,no,medium,Tests failover paths for oracle binding functions within compliance wrappers.
crypto_rwa/token_standard_prospectus_linker.py,token_standard_prospectus_linker,crypto/defi,no,medium,Ensures wallets receive the latest prospectus hash before participating in offerings.
crypto_rwa/token_standard_redemption_notice_builder.py,token_standard_redemption_notice_builder,crypto/defi,no,low,Crafts redemption notice packets with deadlines and KYC refresh requests.
crypto_rwa/token_standard_registrar_sync_agent.py,token_standard_registrar_sync_agent,crypto/defi,no,medium,Synchronizes token transfer agents with smart-contract registrars in near-real time.
crypto_rwa/token_standard_risk_scorecard_generator.py,token_standard_risk_scorecard_generator,crypto/defi,no,low,Generates composite risk scorecards per investor wallet for compliance teams.
crypto_rwa/token_standard_routing_number_verifier.py,token_standard_routing_number_verifier,crypto/defi,no,high,Validates routing and account numbers used for fiat bridges in compliance workflows.
crypto_rwa/token_standard_rwa_oracle_binding_validator.py,token_standard_rwa_oracle_binding_validator,crypto/defi,no,low,Verifies tokens consume signed oracle data per governance charter.
crypto_rwa/token_standard_sanctions_attestor.py,token_standard_sanctions_attestor,crypto/defi,no,medium,Confirms sanctions screening proofs are attached to each restricted transfer.
crypto_rwa/token_standard_secondary_liquidity_gater.py,token_standard_secondary_liquidity_gater,crypto/defi,no,medium,Controls secondary trading windows based on issuer-defined liquidity tiers.
crypto_rwa/token_standard_solvency_ratio_checker.py,token_standard_solvency_ratio_checker,crypto/defi,no,low,Checks issuer solvency ratios versus promised buffers before new issuance.
crypto_rwa/token_standard_tax_withholding_engine.py,token_standard_tax_withholding_engine,crypto/defi,no,medium,Calculates withholding schedules per jurisdiction before stablecoin payouts.
crypto_rwa/token_standard_transfer_restriction_matrix.py,token_standard_transfer_restriction_matrix,crypto/defi,no,medium,Generates restriction matrices mapping jurisdiction plus investor tier combinations.
crypto_rwa/token_standard_travel_rule_payload_builder.py,token_standard_travel_rule_payload_builder,crypto/defi,no,low,Builds Travel Rule payloads for off-ramp transactions initiated by RWA tokens.
data_ingestion/administrator_api_bridge.py,administrator_api_bridge,data-engineering,maybe,medium,Bridge skill that validates administrator feeds and emits normalized payload summaries.
data_ingestion/blockchain_wallet_reconciler.py,blockchain_wallet_reconciler,data-engineering,no,medium,Reconciles Ghost Ledger wallet balances against on-chain snapshots and surfaces tolerance breaches.
data_ingestion/custodian_feed_harmonizer.py,custodian_feed_harmonizer,data-engineering,maybe,medium,Normalize custodian statement payloads into a canonical schema with validation flags.
data_ingestion/data_provenance_map.py,data_provenance_map,data-engineering,maybe,medium,Construct lineage graph from ingestion artifacts and flag stale datasets or missing dependencies.
data_ingestion/data_quality_scorecard.py,data_quality_scorecard,data-engineering,maybe,medium,Compute null/duplication/freshness scores for administrator datasets and flag breaches.
data_ingestion/document_vault_ocr_router.py,document_vault_ocr_router,data-engineering,yes,high,Assign vault documents to OCR models based on mime type; priority; and presence of embedded text.
data_ingestion/exception_queue_prioritizer.py,exception_queue_prioritizer,data-engineering,maybe,medium,Prioritize reconciliation exceptions by severity; financial exposure; and SLA breach risk.
data_ingestion/pricing_feed_voter.py,pricing_feed_voter,data-engineering,maybe,medium,Computes a consensus price across vendor feeds and flags quotes outside tolerance bands.
data_ingestion/synthetic_market_data_generator.py,synthetic_market_data_generator,data-engineering,maybe,medium,Generates realistic synthetic market data (time series; spreads; curves) for free-tier advanced analytics skills.
data_ingestion/three_way_reconciliation_bot.py,three_way_reconciliation_bot,data-engineering,maybe,medium,Matches GL; administrator; and custodian balances to highlight breaks exceeding tolerance.
data_quality/data_freshness_monitor.py,data_freshness_monitor,data-engineering,maybe,medium,Checks data sources against allowed staleness windows.
data_quality/duplicate_transaction_detector.py,duplicate_transaction_detector,data-engineering,maybe,medium,Finds exact and fuzzy duplicate transactions for Ghost Ledger hygiene.
data_quality/schema_validator.py,schema_validator,data-engineering,no,low,Checks arbitrary data payloads against JSON Schema definitions (subset).
deals/comparable_transaction_analyzer.py,comparable_transaction_analyzer,investor-relations,yes,high,Derives valuation ranges from comps using EV/Revenue and EV/EBITDA multiples.
deals/irr_calculator.py,irr_calculator,investor-relations,yes,medium,Computes IRR; MOIC; and profit metrics from dated cash flows.
deals/term_sheet_analyzer.py,term_sheet_analyzer,investor-relations,yes,high,Evaluates post-money; ownership; and liquidation waterfalls for venture deals.
debt/dscr_calculator.py,dscr_calculator,finance,maybe,low,Computes DSCR; assessment tier; excess cash; and headroom for new debt.
debt/loan_amortization_calculator.py,loan_amortization_calculator,finance,maybe,low,Computes monthly payment; amortization schedule; and payoff projections.
debt/refinancing_analyzer.py,refinancing_analyzer,finance,maybe,medium,Evaluates refinance savings; break-even; and NPV for proposed loan terms.
defi/defi_yield_comparator.py,defi_yield_comparator,crypto/defi,no,medium,Filters DeFi protocols by safety heuristics and ranks risk-adjusted yield.
defi/impermanent_loss_calculator.py,impermanent_loss_calculator,crypto/defi,no,low,Evaluates current LP value vs hold value and required fees to break even.
defi/staking_reward_tracker.py,staking_reward_tracker,crypto/defi,no,low,Summarizes staking rewards; projected income; and outstanding claims per validator.
defi_zk/aerodrome_impermanent_loss_guardrail.py,aerodrome_impermanent_loss_guardrail,crypto/defi,no,medium,Simulates Aerodrome IL exposure for dual-asset pools and recommends caps.
defi_zk/aerodrome_liquidity_rebalance_playbook.py,aerodrome_liquidity_rebalance_playbook,crypto/defi,no,medium,Builds Aerodrome liquidity rebalance plans for yield rotations.
defi_zk/aerodrome_lsd_leverage_spread_modeler.py,aerodrome_lsd_leverage_spread_modeler,crypto/defi,no,high,Models Aerodrome LSD leverage spreads with health-factor guardrails.
defi_zk/arbitrum_batch_cost_pressure_monitor.py,arbitrum_batch_cost_pressure_monitor,crypto/defi,no,medium,Projects Arbitrum batch posting cost pressure based on calldata pricing and queue depth.
defi_zk/arbitrum_block_builder_watch.py,arbitrum_block_builder_watch,crypto/defi,no,low,Tracks Arbitrum builder dominance to detect MEV cartels.
defi_zk/arbitrum_cross_domain_message_flow_tracker.py,arbitrum_cross_domain_message_flow_tracker,crypto/defi,no,low,Tracks Arbitrum cross-domain message queues to flag settlement delays.
defi_zk/arbitrum_gas_rebate_window_simulator.py,arbitrum_gas_rebate_window_simulator,crypto/defi,no,medium,Simulates Arbitrum gas rebate windows to recommend timing-sensitive swaps.
defi_zk/arbitrum_l1_data_gas_planner.py,arbitrum_l1_data_gas_planner,crypto/defi,no,medium,Optimizes Arbitrum data gas budgeting for the next submission window.
defi_zk/arbitrum_latency_breaker_detector.py,arbitrum_latency_breaker_detector,crypto/defi,no,medium,Detects Arbitrum latency breaker events before users feel sequencer stalls.
defi_zk/arbitrum_memetic_orderflow_guard.py,arbitrum_memetic_orderflow_guard,crypto/defi,no,medium,Flags memecoin orderflow on Arbitrum attracting MEV dogpiles.
defi_zk/arbitrum_mempool_backlog_risk_monitor.py,arbitrum_mempool_backlog_risk_monitor,crypto/defi,no,medium,Scores Arbitrum mempool congestion risk and suggests throttle actions for spiky bursts.
defi_zk/arbitrum_proof_window_reliability_scanner.py,arbitrum_proof_window_reliability_scanner,crypto/defi,no,high,Models Arbitrum proof submission reliability against backlog volatility.
defi_zk/arbitrum_sandwich_risk_radar.py,arbitrum_sandwich_risk_radar,crypto/defi,no,medium,Scores live sandwich attack risk across Arbitrum dex orderflow.
defi_zk/arbitrum_sequencer_fee_forecaster.py,arbitrum_sequencer_fee_forecaster,crypto/defi,no,medium,Projects Arbitrum sequencer fee bands for the next block window using backlog and L1 data costs.
defi_zk/arbitrum_throughput_ceiling_tracker.py,arbitrum_throughput_ceiling_tracker,crypto/defi,no,low,Estimates Arbitrum throughput headroom vs current usage to plan order flow bursts.
defi_zk/arbitrum_to_base_eth_bridge_optimizer.py,arbitrum_to_base_eth_bridge_optimizer,crypto/defi,no,medium,Optimizes ETH bridge routing from Arbitrum to Base with fee and latency heuristics.
defi_zk/arbitrum_to_base_govtoken_bridge_optimizer.py,arbitrum_to_base_govtoken_bridge_optimizer,crypto/defi,no,medium,Optimizes governance token bridge routing from Arbitrum to Base with fee and latency heuristics.
defi_zk/arbitrum_to_base_lsd_bridge_optimizer.py,arbitrum_to_base_lsd_bridge_optimizer,crypto/defi,no,medium,Optimizes liquid staking derivative bridge routing from Arbitrum to Base with fee and latency heuristics.
defi_zk/arbitrum_to_base_stablecoin_bridge_optimizer.py,arbitrum_to_base_stablecoin_bridge_optimizer,crypto/defi,no,medium,Optimizes stablecoin bridge routing from Arbitrum to Base with fee and latency heuristics.
defi_zk/arbitrum_to_optimism_eth_bridge_optimizer.py,arbitrum_to_optimism_eth_bridge_optimizer,crypto/defi,no,medium,Optimizes ETH bridge routing from Arbitrum to Optimism with fee and latency heuristics.
defi_zk/arbitrum_to_optimism_govtoken_bridge_optimizer.py,arbitrum_to_optimism_govtoken_bridge_optimizer,crypto/defi,no,medium,Optimizes governance token bridge routing from Arbitrum to Optimism with fee and latency heuristics.
defi_zk/arbitrum_to_optimism_lsd_bridge_optimizer.py,arbitrum_to_optimism_lsd_bridge_optimizer,crypto/defi,no,medium,Optimizes liquid staking derivative bridge routing from Arbitrum to Optimism with fee and latency heuristics.
defi_zk/arbitrum_to_optimism_stablecoin_bridge_optimizer.py,arbitrum_to_optimism_stablecoin_bridge_optimizer,crypto/defi,no,medium,Optimizes stablecoin bridge routing from Arbitrum to Optimism with fee and latency heuristics.
defi_zk/arbitrum_tx_priority_curve_optimizer.py,arbitrum_tx_priority_curve_optimizer,crypto/defi,no,medium,Builds a recommended Arbitrum priority fee curve for latency-sensitive users.
defi_zk/balancer_impermanent_loss_guardrail.py,balancer_impermanent_loss_guardrail,crypto/defi,no,medium,Simulates Balancer IL exposure for dual-asset pools and recommends caps.
defi_zk/balancer_liquidity_rebalance_playbook.py,balancer_liquidity_rebalance_playbook,crypto/defi,no,medium,Builds Balancer liquidity rebalance plans for yield rotations.
defi_zk/balancer_lsd_leverage_spread_modeler.py,balancer_lsd_leverage_spread_modeler,crypto/defi,no,high,Models Balancer LSD leverage spreads with health-factor guardrails.
defi_zk/base_batch_cost_pressure_monitor.py,base_batch_cost_pressure_monitor,crypto/defi,no,medium,Projects Base batch posting cost pressure based on calldata pricing and queue depth.
defi_zk/base_cross_domain_bundle_guard.py,base_cross_domain_bundle_guard,crypto/defi,no,medium,Tracks Base cross-domain bundles that leak MEV to L1.
defi_zk/base_cross_domain_message_flow_tracker.py,base_cross_domain_message_flow_tracker,crypto/defi,no,low,Tracks Base cross-domain message queues to flag settlement delays.
defi_zk/base_gas_rebate_window_simulator.py,base_gas_rebate_window_simulator,crypto/defi,no,medium,Simulates Base gas rebate windows to recommend timing-sensitive swaps.
defi_zk/base_l1_data_gas_planner.py,base_l1_data_gas_planner,crypto/defi,no,medium,Optimizes Base data gas budgeting for the next submission window.
defi_zk/base_latency_breaker_detector.py,base_latency_breaker_detector,crypto/defi,no,medium,Detects Base latency breaker events before users feel sequencer stalls.
defi_zk/base_mempool_backlog_risk_monitor.py,base_mempool_backlog_risk_monitor,crypto/defi,no,medium,Scores Base mempool congestion risk and suggests throttle actions for spiky bursts.
defi_zk/base_mev_backrun_heatmap.py,base_mev_backrun_heatmap,crypto/defi,no,medium,Maps Base backrun bands to protect passive LPs.
defi_zk/base_priority_lane_optimizer.py,base_priority_lane_optimizer,crypto/defi,no,medium,Suggests Base priority lanes to dodge MEV bursts.
defi_zk/base_proof_window_reliability_scanner.py,base_proof_window_reliability_scanner,crypto/defi,no,high,Models Base proof submission reliability against backlog volatility.
defi_zk/base_sequencer_fee_forecaster.py,base_sequencer_fee_forecaster,crypto/defi,no,medium,Projects Base sequencer fee bands for the next block window using backlog and L1 data costs.
defi_zk/base_throughput_ceiling_tracker.py,base_throughput_ceiling_tracker,crypto/defi,no,low,Estimates Base throughput headroom vs current usage to plan order flow bursts.
defi_zk/base_to_arbitrum_eth_bridge_optimizer.py,base_to_arbitrum_eth_bridge_optimizer,crypto/defi,no,medium,Optimizes ETH bridge routing from Base to Arbitrum with fee and latency heuristics.
defi_zk/base_to_arbitrum_govtoken_bridge_optimizer.py,base_to_arbitrum_govtoken_bridge_optimizer,crypto/defi,no,medium,Optimizes governance token bridge routing from Base to Arbitrum with fee and latency heuristics.
defi_zk/base_to_arbitrum_lsd_bridge_optimizer.py,base_to_arbitrum_lsd_bridge_optimizer,crypto/defi,no,medium,Optimizes liquid staking derivative bridge routing from Base to Arbitrum with fee and latency heuristics.
defi_zk/base_to_arbitrum_stablecoin_bridge_optimizer.py,base_to_arbitrum_stablecoin_bridge_optimizer,crypto/defi,no,medium,Optimizes stablecoin bridge routing from Base to Arbitrum with fee and latency heuristics.
defi_zk/base_to_optimism_eth_bridge_optimizer.py,base_to_optimism_eth_bridge_optimizer,crypto/defi,no,medium,Optimizes ETH bridge routing from Base to Optimism with fee and latency heuristics.
defi_zk/base_to_optimism_govtoken_bridge_optimizer.py,base_to_optimism_govtoken_bridge_optimizer,crypto/defi,no,medium,Optimizes governance token bridge routing from Base to Optimism with fee and latency heuristics.
defi_zk/base_to_optimism_lsd_bridge_optimizer.py,base_to_optimism_lsd_bridge_optimizer,crypto/defi,no,medium,Optimizes liquid staking derivative bridge routing from Base to Optimism with fee and latency heuristics.
defi_zk/base_to_optimism_stablecoin_bridge_optimizer.py,base_to_optimism_stablecoin_bridge_optimizer,crypto/defi,no,medium,Optimizes stablecoin bridge routing from Base to Optimism with fee and latency heuristics.
defi_zk/base_tx_priority_curve_optimizer.py,base_tx_priority_curve_optimizer,crypto/defi,no,medium,Builds a recommended Base priority fee curve for latency-sensitive users.
defi_zk/curve_impermanent_loss_guardrail.py,curve_impermanent_loss_guardrail,crypto/defi,no,medium,Simulates Curve IL exposure for dual-asset pools and recommends caps.
defi_zk/curve_liquidity_rebalance_playbook.py,curve_liquidity_rebalance_playbook,crypto/defi,no,medium,Builds Curve liquidity rebalance plans for yield rotations.
defi_zk/curve_lsd_leverage_spread_modeler.py,curve_lsd_leverage_spread_modeler,crypto/defi,no,high,Models Curve LSD leverage spreads with health-factor guardrails.
defi_zk/etherfi_impermanent_loss_guardrail.py,etherfi_impermanent_loss_guardrail,crypto/defi,no,medium,Simulates EtherFi IL exposure for dual-asset pools and recommends caps.
defi_zk/etherfi_liquidity_rebalance_playbook.py,etherfi_liquidity_rebalance_playbook,crypto/defi,no,medium,Builds EtherFi liquidity rebalance plans for yield rotations.
defi_zk/etherfi_lsd_leverage_spread_modeler.py,etherfi_lsd_leverage_spread_modeler,crypto/defi,no,high,Models EtherFi LSD leverage spreads with health-factor guardrails.
defi_zk/frax_impermanent_loss_guardrail.py,frax_impermanent_loss_guardrail,crypto/defi,no,medium,Simulates Frax IL exposure for dual-asset pools and recommends caps.
defi_zk/frax_liquidity_rebalance_playbook.py,frax_liquidity_rebalance_playbook,crypto/defi,no,medium,Builds Frax liquidity rebalance plans for yield rotations.
defi_zk/frax_lsd_leverage_spread_modeler.py,frax_lsd_leverage_spread_modeler,crypto/defi,no,high,Models Frax LSD leverage spreads with health-factor guardrails.
defi_zk/l2_mempool_privacy_guard.py,l2_mempool_privacy_guard,crypto/defi,no,medium,Monitors encrypted mempool fallback coverage across Arbitrum/Base/Optimism.
defi_zk/l2_shared_auction_tracker.py,l2_shared_auction_tracker,crypto/defi,no,low,Aggregates shared sequencer auctions across major L2s to signal MEV demand.
defi_zk/linea_data_availability_cost_forecaster.py,linea_data_availability_cost_forecaster,crypto/defi,no,medium,Forecasts Linea data availability costs when proofs spike.
defi_zk/linea_proof_latency_profiler.py,linea_proof_latency_profiler,crypto/defi,no,medium,Profiles Linea proof latency and confidence based on queue depth and L1 gas noise.
defi_zk/linea_prover_cluster_health_monitor.py,linea_prover_cluster_health_monitor,crypto/defi,no,low,Monitors Linea prover clusters for saturation and fallback readiness.
defi_zk/linea_sequencer_privacy_leak_scanner.py,linea_sequencer_privacy_leak_scanner,crypto/defi,no,medium,Detects privacy leak heuristics across Linea sequencer mempools and hints.
defi_zk/linea_state_diff_audit_simulator.py,linea_state_diff_audit_simulator,crypto/defi,no,medium,Simulates Linea state diff coverage to spot risky batches before posting.
defi_zk/linea_validity_challenge_planner.py,linea_validity_challenge_planner,crypto/defi,no,medium,Plans Linea validity challenge playbooks if proofs degrade.
defi_zk/multi_l2_mev_burst_scheduler.py,multi_l2_mev_burst_scheduler,crypto/defi,no,high,Schedules rollup transaction batches to sidestep simultaneous MEV bursts.
defi_zk/optimism_batch_cost_pressure_monitor.py,optimism_batch_cost_pressure_monitor,crypto/defi,no,medium,Projects Optimism batch posting cost pressure based on calldata pricing and queue depth.
defi_zk/optimism_bundle_collision_detector.py,optimism_bundle_collision_detector,crypto/defi,no,medium,Detects Optimism bundle collisions that hint at searcher wars.
defi_zk/optimism_cross_domain_message_flow_tracker.py,optimism_cross_domain_message_flow_tracker,crypto/defi,no,low,Tracks Optimism cross-domain message queues to flag settlement delays.
defi_zk/optimism_gas_rebate_window_simulator.py,optimism_gas_rebate_window_simulator,crypto/defi,no,medium,Simulates Optimism gas rebate windows to recommend timing-sensitive swaps.
defi_zk/optimism_jit_liquidity_monitor.py,optimism_jit_liquidity_monitor,crypto/defi,no,medium,Monitors Optimism JIT liquidity spikes for warning signals.
defi_zk/optimism_l1_data_gas_planner.py,optimism_l1_data_gas_planner,crypto/defi,no,medium,Optimizes Optimism data gas budgeting for the next submission window.
defi_zk/optimism_latency_breaker_detector.py,optimism_latency_breaker_detector,crypto/defi,no,medium,Detects Optimism latency breaker events before users feel sequencer stalls.
defi_zk/optimism_mempool_backlog_risk_monitor.py,optimism_mempool_backlog_risk_monitor,crypto/defi,no,medium,Scores Optimism mempool congestion risk and suggests throttle actions for spiky bursts.
defi_zk/optimism_priority_fee_shaper.py,optimism_priority_fee_shaper,crypto/defi,no,medium,Shapes Optimism priority fees to undercut sandwich bots.
defi_zk/optimism_proof_window_reliability_scanner.py,optimism_proof_window_reliability_scanner,crypto/defi,no,high,Models Optimism proof submission reliability against backlog volatility.
defi_zk/optimism_sequencer_fee_forecaster.py,optimism_sequencer_fee_forecaster,crypto/defi,no,medium,Projects Optimism sequencer fee bands for the next block window using backlog and L1 data costs.
defi_zk/optimism_throughput_ceiling_tracker.py,optimism_throughput_ceiling_tracker,crypto/defi,no,low,Estimates Optimism throughput headroom vs current usage to plan order flow bursts.
defi_zk/optimism_to_arbitrum_eth_bridge_optimizer.py,optimism_to_arbitrum_eth_bridge_optimizer,crypto/defi,no,medium,Optimizes ETH bridge routing from Optimism to Arbitrum with fee and latency heuristics.
defi_zk/optimism_to_arbitrum_govtoken_bridge_optimizer.py,optimism_to_arbitrum_govtoken_bridge_optimizer,crypto/defi,no,medium,Optimizes governance token bridge routing from Optimism to Arbitrum with fee and latency heuristics.
defi_zk/optimism_to_arbitrum_lsd_bridge_optimizer.py,optimism_to_arbitrum_lsd_bridge_optimizer,crypto/defi,no,medium,Optimizes liquid staking derivative bridge routing from Optimism to Arbitrum with fee and latency heuristics.
defi_zk/optimism_to_arbitrum_stablecoin_bridge_optimizer.py,optimism_to_arbitrum_stablecoin_bridge_optimizer,crypto/defi,no,medium,Optimizes stablecoin bridge routing from Optimism to Arbitrum with fee and latency heuristics.
defi_zk/optimism_to_base_eth_bridge_optimizer.py,optimism_to_base_eth_bridge_optimizer,crypto/defi,no,medium,Optimizes ETH bridge routing from Optimism to Base with fee and latency heuristics.
defi_zk/optimism_to_base_govtoken_bridge_optimizer.py,optimism_to_base_govtoken_bridge_optimizer,crypto/defi,no,medium,Optimizes governance token bridge routing from Optimism to Base with fee and latency heuristics.
defi_zk/optimism_to_base_lsd_bridge_optimizer.py,optimism_to_base_lsd_bridge_optimizer,crypto/defi,no,medium,Optimizes liquid staking derivative bridge routing from Optimism to Base with fee and latency heuristics.
defi_zk/optimism_to_base_stablecoin_bridge_optimizer.py,optimism_to_base_stablecoin_bridge_optimizer,crypto/defi,no,medium,Optimizes stablecoin bridge routing from Optimism to Base with fee and latency heuristics.
defi_zk/optimism_tx_priority_curve_optimizer.py,optimism_tx_priority_curve_optimizer,crypto/defi,no,medium,Builds a recommended Optimism priority fee curve for latency-sensitive users.
defi_zk/pendle_impermanent_loss_guardrail.py,pendle_impermanent_loss_guardrail,crypto/defi,no,medium,Simulates Pendle IL exposure for dual-asset pools and recommends caps.
defi_zk/pendle_liquidity_rebalance_playbook.py,pendle_liquidity_rebalance_playbook,crypto/defi,no,medium,Builds Pendle liquidity rebalance plans for yield rotations.
defi_zk/pendle_lsd_leverage_spread_modeler.py,pendle_lsd_leverage_spread_modeler,crypto/defi,no,high,Models Pendle LSD leverage spreads with health-factor guardrails.
defi_zk/polygon_zkevm_data_availability_cost_forecaster.py,polygon_zkevm_data_availability_cost_forecaster,crypto/defi,no,medium,Forecasts Polygon zkEVM data availability costs when proofs spike.
defi_zk/polygon_zkevm_proof_latency_profiler.py,polygon_zkevm_proof_latency_profiler,crypto/defi,no,medium,Profiles Polygon zkEVM proof latency and confidence based on queue depth and L1 gas noise.
defi_zk/polygon_zkevm_prover_cluster_health_monitor.py,polygon_zkevm_prover_cluster_health_monitor,crypto/defi,no,low,Monitors Polygon zkEVM prover clusters for saturation and fallback readiness.
defi_zk/polygon_zkevm_sequencer_privacy_leak_scanner.py,polygon_zkevm_sequencer_privacy_leak_scanner,crypto/defi,no,medium,Detects privacy leak heuristics across Polygon zkEVM sequencer mempools and hints.
defi_zk/polygon_zkevm_state_diff_audit_simulator.py,polygon_zkevm_state_diff_audit_simulator,crypto/defi,no,medium,Simulates Polygon zkEVM state diff coverage to spot risky batches before posting.
defi_zk/polygon_zkevm_validity_challenge_planner.py,polygon_zkevm_validity_challenge_planner,crypto/defi,no,medium,Plans Polygon zkEVM validity challenge playbooks if proofs degrade.
defi_zk/scroll_data_availability_cost_forecaster.py,scroll_data_availability_cost_forecaster,crypto/defi,no,medium,Forecasts Scroll data availability costs when proofs spike.
defi_zk/scroll_proof_latency_profiler.py,scroll_proof_latency_profiler,crypto/defi,no,medium,Profiles Scroll proof latency and confidence based on queue depth and L1 gas noise.
defi_zk/scroll_prover_cluster_health_monitor.py,scroll_prover_cluster_health_monitor,crypto/defi,no,low,Monitors Scroll prover clusters for saturation and fallback readiness.
defi_zk/scroll_sequencer_privacy_leak_scanner.py,scroll_sequencer_privacy_leak_scanner,crypto/defi,no,medium,Detects privacy leak heuristics across Scroll sequencer mempools and hints.
defi_zk/scroll_state_diff_audit_simulator.py,scroll_state_diff_audit_simulator,crypto/defi,no,medium,Simulates Scroll state diff coverage to spot risky batches before posting.
defi_zk/scroll_validity_challenge_planner.py,scroll_validity_challenge_planner,crypto/defi,no,medium,Plans Scroll validity challenge playbooks if proofs degrade.
defi_zk/stakewise_impermanent_loss_guardrail.py,stakewise_impermanent_loss_guardrail,crypto/defi,no,medium,Simulates StakeWise IL exposure for dual-asset pools and recommends caps.
defi_zk/stakewise_liquidity_rebalance_playbook.py,stakewise_liquidity_rebalance_playbook,crypto/defi,no,medium,Builds StakeWise liquidity rebalance plans for yield rotations.
defi_zk/stakewise_lsd_leverage_spread_modeler.py,stakewise_lsd_leverage_spread_modeler,crypto/defi,no,high,Models StakeWise LSD leverage spreads with health-factor guardrails.
defi_zk/starknet_data_availability_cost_forecaster.py,starknet_data_availability_cost_forecaster,crypto/defi,no,medium,Forecasts Starknet data availability costs when proofs spike.
defi_zk/starknet_proof_latency_profiler.py,starknet_proof_latency_profiler,crypto/defi,no,medium,Profiles Starknet proof latency and confidence based on queue depth and L1 gas noise.
defi_zk/starknet_prover_cluster_health_monitor.py,starknet_prover_cluster_health_monitor,crypto/defi,no,low,Monitors Starknet prover clusters for saturation and fallback readiness.
